title,link,pub_date,cleaned_text,sentiment,Date,Adj Close,Close,High,Low,Open,Volume
"Reliance Capital's total outstanding debt rises to Rs 20,380 crore - Business Standard",https://news.google.com/rss/articles/CBMi1AFBVV95cUxNSVVGX3B2MzVpbUFsTVRVRTVHWmlTUE5RNFYzVWZkNmtkWGJ3YUQ5NjNleXE3d2N3eHE0dWgxTFpjSU90YXZZR1ZMWUdzcUJudDFsZzBJUl9IN0tzRzFrUS1aUmp0dTE4clBNbmZSQ2FxWnJkcUc4OTkwVUIxc3hkd1VudFNvcGtiWlY0a0FDcjhodXZBcXl3MFBiNVRuNDhabjE2UVlSY0UxREFzMzhqQmdMSV9lUnE2Qk1EOXdHS1h0MXotUnZXejlmUWtLNWRacTk1MNIB2gFBVV95cUxPOWNQbEhtVHA3NnN5cjZoTjBsT1dTME4wamVEXzFCSGM4Q2ZHcHBDbkRlcUdfd2FjbjV0X05qcUEyNzY4YkMzTHdqRExLT19jTzdMQTVMaDhWbjdYXzRRU3p0NDF3MVhTa1podkowMWFwMkVhdEdtSlRydUgxanl0d1hYY0xla1AtN2ZKMllyeFNZNHZlRnRBdmYzY003ajJMMFpMNTRsWEYydWFNakY2WnpmRDAxSy1GQ0E2YWxvakZGeGJSc2tZZzlheEhBbnFWU2ZVTE1acFRldw?oc=5,2021-01-08,reliance capital total outstanding debt rises rs 20 380 crore business standard,0.16666666666666666,2021-01-08,868.3250122070312,892.4022216796875,894.5712890625,882.433837890625,885.1566772460938,27540187
He may hold the winning ticket in tech and Silicon Valley knows it - CNN,https://news.google.com/rss/articles/CBMihAFBVV95cUxOZ016Tk9PY0t0RkJCYkRrRTJvMklFQmk5ZHo0bk82ZWFJbnFxX1hUZE11YXNvZk9WMnI1LURRbWU2UVRnem8yVmJjZl9JVDUyaUhaQklOYjh2STZSTVloS3pwYTNHVUVScFJXc0x3N1NfQ3hGNUxnXzFpWGRUd1ZpUzdCZHXSAXtBVV95cUxNXzN6YVBFbTA3RmxCaThYUTBhaThQOHg3Z3p5NUxuNXIyaWhuS05zN2tFdG1SenlWcjVROVNaVVdaV2RiLXI4NFRWTEVER0g1Um1VU05JeFN6TjZ2TWlaM1A5dFQyaXVRRi04Yy1lUXdKb1JZOUo3R2VrcTA?oc=5,2021-01-18,may hold winning ticket tech silicon valley knows cnn,0.5,2021-01-18,890.8897094726562,915.5925903320312,921.6151733398438,887.625732421875,899.5093383789062,35100458
"Reliance Moves Court Over Vandalism of Towers, Says No Plans to Enter 'Contract Farming' - India.com",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQdkJJYW4zeUpfQnFOaElTS2Mzd3F2bTl3OThuOFMzdjgtVkZGU2JNbmZMaEVpaFlQWHhwV21adWpOWm1vdk9QaU1vVTAybjhKV2tDYkpFLW9mSS1SVXZpWFkxeWNRWl9XdUZTRWtKNUFWa1NiYkRkWndOb3prelBycXJFNlhuNkcyaU10ajdzOW4yQWZlVWVEeUZWVUZKTUtLNjhEZjlvQzhkNGQwWE1JZU52Q3NLOGtRR0RnajNjYWZidlZXTXJfUDhJSDJNbndWQWfSAdcBQVVfeXFMUFVhclRKYjVuaG51Ml8waE5NTnZKMnBGakRGLVJRMVo1TklmNFRFOXVhTkJsNjJHTHlQVmNvZ3ZwSEZYUFI3Nnh3T1Vvci1hQ29iZnJpbGFVSlltNnRVNVlKU1hEUnpTTWx6TVFlVENRcDVtZ1RhMWpXdkhVeTBvMEw1NUdVTVpFNVd5R1M3eTdTWHVJVElZbUJMWmdTNmxYUzUxRGIwUnZGa0pnS3N3N0JLLVNqTWFxLXZJZDJ2SUNsOW1Sd0pBSE9jcjE2NWh1MGVRNTlTQms?oc=5,2021-01-04,reliance moves court vandalism towers says plans enter contract farming india com,0.0,2021-01-04,893.9882202148438,918.7769775390625,922.4920043945312,908.231689453125,920.7383422851562,24513534
"No plans to enter contract farming, buy agricultural land: RIL - The New Indian Express",https://news.google.com/rss/articles/CBMixgFBVV95cUxPeERYWEhqRDloOEFGdFJlTHJfMllrZDZrNHJOV243alpQc1RtY2xCcTBSSEdfV2NmNkYySTRhSEZZVnVfS3d6RjZmTG90bGxjRUhHOHVuOHdtSHdteUl1Q0dSZjFsUDkzRlk5R25CVVdmdkkwbUp0S3lwSXFCTFRNenc5MzdqS3BsZkk0RktIWnlWYWI1aXZ6aEJnaEpMQVEzNEd5eEpFQUkzZ2trajlqVzk1cEtPWW9ySlhqU0ZJQy1MOGF1bVHSAdMBQVVfeXFMTWRlNFpNVkF4cGNweWkzRkZReTVSRV9PTy1TcEtoaXg4eHZLRWdmMm5tWmRrLTAyUUZkM2tPR1k2a2xvdk9CWmIxZElXN05Sc0NkVkJYeHJzcHRCMDk4bENsbnp5cjFRTG5iczF6blRKM20ycXMtNWJkSGNjbGhDNkZESTNNZWpHd2s0Q1RQUkl2TFgxQVRGWGZkbVZickpPZExlMGRPU1k1N3JkRjFHM2FmeXlZNjYwQ3g0YjFmaHQzWF9XWnF0WVJNaWp5TGh2dEUwQQ?oc=5,2021-01-05,plans enter contract farming buy agricultural land ril new indian express,0.13636363636363635,2021-01-05,882.8742065429688,907.3548583984375,915.4310913085938,902.6936645507812,908.6931762695312,24123091
"Reliance Retail Q3 revenue declines 9.7% to Rs 33,018 crore; profit surges - Business Standard",https://news.google.com/rss/articles/CBMi3AFBVV95cUxQMTNXd25aaTkzRl9Ud0YwWF9RMlloTnYza0lyd0IzTUM5bm9SSkhqZHlGVTVkVEkzSUFrSElRS0p3WkFlLTdxUVBPZXFuSXRJMGx4cG5PWS05RmVYbkR1WnJhTUpndHQyR2diNnRzc0N5dWVWbllERmc0YjdCVmdHME9lZVUtUWdwNDE3OUtiMWZSWjN5ZEI0UlhGbDhNREJ1aXZXZEJEUFM4VHppX3RIS0RMcWdMZTdOZk8zd1VWQWFrTlJTVVVHQjdCcTZ2bkxnRC1JMy1pYlJqU0000gHiAUFVX3lxTE9GaFEwZVdwUzFvYUYzc0NhZkJTRS1vTll1cUxPWF9nbzdzTVcwd052b29JVlBoNHgtV3lyNWY1X0NyYXBlUlpXcks5ZEd4dmNGMGJGLTdmcFlyc2QtZV9feklpOXo3Z2YtOWl5SldXQTNxY21Ndy1FRmlTdlJJQUZBX3FOQzdVZldGU1FRTXZuOTVaQjZhcUdKVjNNb2l4NFNrb1BCV0dnUnlmbWYzT0x2UEppWVFYOEx1WGRHbS13TWR4d0xJa3pCSkR1S2RqS3lvMHNYTWtOenJuZi1nYTVXZlE?oc=5,2021-01-22,reliance retail q3 revenue declines 9 7 rs 33 018 crore profit surges business standard,0.0,2021-01-22,920.3697509765625,945.8900756835938,976.2337036132812,939.2213745117188,974.2261352539062,30532660
Reliance 'ebitda' back to pre-pandemic levels driven by consumer businesses - Business Standard,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOdFU5RHItNEQ3VDFMLXUwRllGeGVXU2xkN2haVG9ZY1ZNbkxUZmZKbkF0cWczdUtmOEJSX2NWbjVFUlJvbGZYcWRTNFpjVDc4aTlUMWlYMk83cTN4Zk9zbVVzeU93cXRCVU9mX0VSRWFsT3k5U0MzVnl5MWI5ZWFGVE1wSFFGUlJFN24yRGJpTzRzZlAzdkxINm1XdGFOVTFweXV6MVYzOFRmSGc4TjFuSTlTZV9KRmpLSW5zVnhTX0R1WjlxWlBoUGJoU2VnbU1tcUc4bk5vTW1GQ3c4M2fSAeMBQVVfeXFMTlRlVnNZYzJEZUw2djJrYW5hdHVmZHZ4OURFV1NZUnB0Qlh1MDdDU291dHRVQnNUWS1CMnFza2pJWE1RVl9mSklNelY4cDdrZFNqaWNIY3doVWh2c0tidWRKSmE1MUZwVmljOE0xcjhlWjgzUjdRSGRYUm9MeU5KQlBQQmxOSXJSTzBleHRrcFZ5VlJ2QmctOFItVDBfTElJR3M0VGlIMUxsRzF0ZTZueDhHdUJqWDNSZ0JlME4xN3BnTDdEek5WR3JTWDFoVWdpUXBBQkNJckZfdG0xd3E2TWVndW8?oc=5,2021-01-25,reliance ebitda back pre pandemic levels driven consumer businesses business standard,0.0,2021-01-25,871.60302734375,895.7711791992188,939.1290893554688,891.61767578125,939.1290893554688,54207104
"Top Companies on CSR Spent: Reliance Industries at No 1; TCS, HDFC Bank, Infosys, ITC among top 10 - The CSR Universe",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQUFRFWFpxQXZhWDdEcjJ5UTVJWjZqN3hGbG1RZ2gtTGV1QW00elhOOWZiWXFVY3QyOU12SVkxNlFSVGVDZU5VS0ZLSnVSb2lQTmdNV3JWMWRibnhVSzIwMHlwY0ZvT3BiVXMxdl9wMWNFdmRWVHdlTC00ZllBTk5tcEVaX1YtN1A0bUM3d0ZyRkZfTWNRX2poa1dvcE55QmI4ZWpjcnZxQjNLM0Q5VmlsMTdPSEMwZVpQUG9R?oc=5,2021-01-29,top companies csr spent reliance industries 1 tcs hdfc bank infosys itc among top 10 csr universe,0.3,2021-01-29,827.1248168945312,850.0596313476562,882.8953247070312,844.544677734375,874.2191162109375,43712383
"Indian stores shuttered by farmer protests cost Reliance, Walmart millions in revenue -sources - Reuters India",https://news.google.com/rss/articles/CBMivgFBVV95cUxNcnNsRkdibFBPYXNIQXBpWGxNTmxjMnJ0eWNrcFc4MzZoQTc2N0VnUWNBSmZ5d082QTFyVDBKcVlFWUh2UUFqQXowaUhwT1BNcU9hNnNBb0pfa2pmMDhxcmt4OVo3cWNDTE5zMHVmRWhsN1E0SGxUVzZ3R0R6Z2tMWno0RklEM0xkbVlya2RUdEV1TGJpdnI4S2w0cHZlemEwbHRqcTRQRXkyOUtnc1lLZnBfcjJsd3FnVHJ4M0lR?oc=5,2021-01-14,indian stores shuttered farmer protests cost reliance walmart millions revenue sources reuters india,0.0,2021-01-14,880.4044189453125,904.8165893554688,907.7240600585938,894.8712768554688,897.6171875,21553242
Reliance Industries Limited - Facebook,https://news.google.com/rss/articles/CBMi6wFBVV95cUxOQkxVNDJaamljN1ItT0lacmVCbENmOXhzcWhIMDFhbW43UHIxQUFCSVlrX2RYbEdQalh5MmpOblBaTVNfXzN6OWVaX3laZ0JreDBMQU5rVU1OLTZRZmtnTWVCX3h1dmZ4M29Va1RlZkZuRXRzd21rRWlFQUlaR2dRUVRxMmJCMkhzZkpnVXpZMFpESGFmUUY3VWFyekd0TjhMclEwUXdkQ2dFc1ZUaU5XbDJ6UUxWSHk5UHZmdktXeXlQRlBKdHF5Rkk4Yk1CMTNaQUNYTllZZUM0UUVYenFJNzdoemNJVDlJUk9N?oc=5,2021-01-15,reliance industries limited facebook,-0.07142857142857142,2021-01-15,870.0089111328125,894.1328735351562,910.9083862304688,886.102783203125,904.8165893554688,20593268
"Reliance denies allegations of engaging in contract farming, buying land - Business Standard",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQaU10SFI2M0J4Q1hRazFqUWlRN1R5TVFBMXFBWXp0MDhUOVU2ZHVPbXlvRS1rZlAtMnJKN1NjTEoxRm01X3dvSkVZaXFYTV84NHZNLTZrcXU3UG04Y3FxZWNiVWo4ZzNzQXJScGQtR09wZFM2NzhTNzg0NUdsdXpoQU5oNTlqTTVKcjFPbFNKbnozV3ZxQzFKY3NKNVdHUXV0ZHViY2twX1hWdXJ6czRzVnRBSHJxSHdkTGFzSDg0TWJXRGJLRVc5S1BZZjNtR19PeXljWjd1NF92WUnSAeABQVVfeXFMTmhOWnJiSWhyeDhXTmhycFZDaE9OYWhOcklQLUhkX0M4WWxVek12MEFqOVV0QWtIQUZKOEhGSWp1a3ducUZwUDNHQXEweHNDRDV4QVA0OWU4V2VjWEdSbDlZZ1pEQVFsZ3ZkWUJsdjlIMXlKSS1VVjZGQTBFZDEyZjZZZ2VEWjFRSXVwcUFyZWdnWmh5amhsRHVLX2R5bUVHRzcwZmJibnZvVXp4OFcyVGNOUVNfUEsybUlwLTUyemU1dmJCX3h3aUJHb0htb2Q3b2Y2WlhtREh6T3JRdVBIR2g?oc=5,2021-01-04,reliance denies allegations engaging contract farming buying land business standard,0.2,2021-01-04,893.9882202148438,918.7769775390625,922.4920043945312,908.231689453125,920.7383422851562,24513534
Karnataka farmers sell paddy to Reliance Retail above MSP - Moneycontrol,https://news.google.com/rss/articles/CBMiswFBVV95cUxOWmNQZ2VEeno5MTdfMmxZTDdOYXpUem9HZ2t5S1VMbDMwODdHUWVVamx3LW93SkZ5R1lUMTc5aHExYXptU3NoZ2VseWJpV0JjNjh6MEIyLWpPUDctTGFtN0ZDbXdudXNjWWRJZXhxLV9fTlY4MzN5MW1RMXNObmNBV2hMX0xESXBXRi1BQkZUUnBXV3pqN1pLZVNnTXROQkxkZHBPT0pjOTBFLW1HY09UZ1lZd9IBuAFBVV95cUxNcVMyV0FYLWdBSnRLWWd4a0NKd3BLWllVZDY3TGZERUtpYXBUQ0VrTWszMHBkclkxZFMxdmhBaDF0bHBLd1JOcHZiWmJ5aFQtTVUwTlBjMTVaVmJ0UFZhVWZNUnVXbXFSd0tUUFNWclpiX0hfeUd0aEF5eW94SFd2dFNuSzdVUnRZLS1PU0xpZjRENXVzRVdtX1VWQUE2aUVwRnV1WXZsRFQ4YlFmSTFBUWl5cEhqcHVy?oc=5,2021-01-11,karnataka farmers sell paddy reliance retail msp moneycontrol,0.0,2021-01-11,851.9570922851562,875.58056640625,894.755859375,873.388427734375,894.755859375,33307825
Reliance says it has 'absolutely no plan' to enter contract farming — urges government to stop vandalism amids - Business Insider India,https://news.google.com/rss/articles/CBMiuAJBVV95cUxNRjhPU3BnbzRpcFlzbWctaHBPWS1IamFSQ3FxZ1I2VmZRV1NCSHM1SWMxZEJtUlFsanRFNjRlVnJWZVFkWmlIRGdmVUR5NGQ1NlpQenFfd2RUdk44alphaW1nN3M4ODBxaXNnMDJwVHhvT0ZTR1dqTnNmdDRNV0Roc1U3a2lzSDRRZnhuRmRyMmpzX0wzOUp6RUI1cVA4S2JVSEdTMy11cWhmdWxfVER6VWtzUms0MGpXUjVxSm5MRWoxWlFGUXBqZktzZWF2dzFXbXdQcm14Q29xQ1Y1S1FvQXFlY3JIckkxVXhmNHFwTFFpeGF6ZmRXUTg0VmdHeUVpSUt1NlpYZEFQcGQ1cjgtVmF6ZGk3cUtNcXM1WUhBaFlaSENpUzJmOG5RNGIxS2NuYlJMWU15YXPSAb4CQVVfeXFMT2dXeEg2cUpSdDZnSkJqeXktTnUwaGV6cjhVU0hobkZJUjZEQXVnUkkwa00zR3NLM3FmbTBJWWtjOVl5a3FHR21oRWhXMFJNRnFSVlFmLTRwQ2hnVGRCcExKTGIyeUdveGdUWXdXUW9FblhPdVM3UEx0WmE3Q2w2LTk2b0EyTlphS0JlRnQyMDZnVWs3STBZTG4tUElNa3Z2VXU4dTdfM3FGMTJOc3NXUTlvMnZsTWswMEx3NGd3VklRYnl3N01QZmVQeVAzc0tIYnRKU2JDR0lFZ05FU2VuaEhOR0JtdDdDVGd1SDYzekJGWnRaYXFnOWpKVF8yU1FacEpZTEhBNm53RTZfVHlsWnVFNDdkU2RTYW9ad1ktdVFuTlN3SVVtWklSQ00xQkllUzhxbHpwbVpxZkgtSlJR?oc=5,2021-01-04,reliance says absolutely plan enter contract farming urges government stop vandalism amids business insider india,0.2,2021-01-04,893.9882202148438,918.7769775390625,922.4920043945312,908.231689453125,920.7383422851562,24513534
All the multi-crore companies that India's richest man Mukesh Ambani owns - GQ India,https://news.google.com/rss/articles/CBMitAFBVV95cUxPZTZha21Ba21qS2dMOTIwenJuMEVqN09lMmxMNUlyeERSTnJndzdrUWprOXlGeEliNkxSaDA1Rl9HV3ZPd2tNZ2hzTlJKcmpJWGNfYUFmNHJWRWtPSE51VE9mNHhFRzJIekpGaUZPd1lYbVc3cEw0Y2xmOXZYdnhzQkhNVlNuSTlZUTV5MVJEU0dMYkZIUEZQd1l1TzJwdHU4eFFfR1dIQzNjMTduTGNPcjA3Nnk?oc=5,2021-01-12,multi crore companies india richest man mukesh ambani owns gq india,0.0,2021-01-12,878.8103637695312,903.1782836914062,904.5396728515625,876.8035278320312,878.2341918945312,41161546
